1,Interested in showing religious places around the city,12,397 Jazmyne Inlet:West Lisa,1,2016-11-12  3:00,2016-11-12  6:00
2,Interested in showing religious places around the city,12,46848 Kertzmann Keys:McKenzieview,2,2016-11-13 10:00,2016-11-13 13:00
3,A Football match,1,46848 Kertzmann Keys:McKenzieview,2,2016-11-14 14:00,2016-11-14 17:00
4,A BasketBall match,3,483 Leo Green:North Roman,3,2016-11-14  4:00,2016-11-14  7:00
5,A Bowling Tournament,4,69297 Leanne Forges:Elainahaven,4,2016-11-14  0:00,2016-11-14  3:00
6,A BasketBall match,3,19143 Minnie Tunnel:New Lincoln,5,2016-11-14  9:00,2016-11-14 12:00
7,A Soccer Match,7,19143 Minnie Tunnel:New Lincoln,5,2016-11-14 18:00,2016-11-14 21:00
8,A Bowling Tournament,4,0258 Deion Track:Adamston,6,2016-11-14 19:00,2016-11-14 22:00
9,Interested in showing unique architecture around the city,10,62815 Clement Lodge:Augustusberg,7,2016-11-13 18:00,2016-11-13 21:00
10,Interested in showing religious places around the city,12,62815 Clement Lodge:Augustusberg,7,2016-11-13  3:00,2016-11-13  6:00
11,A BasketBall match,3,62815 Clement Lodge:Augustusberg,7,2016-11-13  8:00,2016-11-13 11:00
12,Interested in showing religious places around the city,12,6683 Klocko Glens:Port Rahsaan,8,2016-11-12  4:00,2016-11-12  7:00
13,Interested in showing religious places around the city,12,6683 Klocko Glens:Port Rahsaan,8,2016-11-14  6:00,2016-11-14  9:00
14,Trip to a fine art museum,9,6683 Klocko Glens:Port Rahsaan,8,2016-11-12 13:00,2016-11-12 16:00
15,Interested in showing historical places around the city,11,62118 Retha Valley:Lake Pricemouth,9,2016-11-13  4:00,2016-11-13  7:00
16,Trip to a fine art museum,9,783 Aubree Tunnel:East Junius,10,2016-11-14  6:00,2016-11-14  9:00
17,An Ice Hockey Match,6,386 Vivienne Ville:New Aishamouth,11,2016-11-14 19:00,2016-11-14 22:00
18,Interested in showing religious places around the city,12,386 Vivienne Ville:New Aishamouth,11,2016-11-13  4:00,2016-11-13  7:00
19,A Football match,1,386 Vivienne Ville:New Aishamouth,11,2016-11-14  7:00,2016-11-14 10:00
20,Interested in showing unique architecture around the city,10,17702 Adams Place:Boston,12,2016-11-14  5:00,2016-11-14  8:00
21,Interested in showing religious places around the city,12,4462 Cummings Cliff:Boston,13,2016-11-13 19:00,2016-11-13 22:00
22,Adventure trip,13,90562 Feil Mountains:Port Lonie,14,2016-11-13 10:00,2016-11-13 13:00
23,An Ice Hockey Match,6,90562 Feil Mountains:Port Lonie,14,2016-11-12  0:00,2016-11-12  3:00
24,Trip to a fine art museum,9,90562 Feil Mountains:Port Lonie,14,2016-11-12  0:00,2016-11-12  3:00
25,An Ice Hockey Match,6,8056 Wuckert Prairie:West Bradly,15,2016-11-14 13:00,2016-11-14 16:00
26,Trip to a fine art museum,9,8056 Wuckert Prairie:West Bradly,15,2016-11-13 13:00,2016-11-13 16:00
27,Interested in showing unique architecture around the city,10,8056 Wuckert Prairie:West Bradly,15,2016-11-14 12:00,2016-11-14 15:00
28,A Baseball match,2,83393 Rohan Fields:Shaynafort,16,2016-11-13 18:00,2016-11-13 21:00
29,Interested in showing historical places around the city,11,83393 Rohan Fields:Shaynafort,16,2016-11-12 10:00,2016-11-12 13:00
30,Interested in showing unique architecture around the city,10,44996 Jerel Coves:Ryanberg,17,2016-11-12 19:00,2016-11-12 22:00
31,Adventure trip,13,44996 Jerel Coves:Ryanberg,17,2016-11-14 15:00,2016-11-14 18:00
32,Interested in showing unique architecture around the city,10,18022 Swift Plaza:Kamrynside,18,2016-11-14 14:00,2016-11-14 17:00
33,A Music Concert,8,18022 Swift Plaza:Kamrynside,18,2016-11-14  7:00,2016-11-14 10:00
34,Trip to a fine art museum,9,69288 Bobbie Trace:Boston,19,2016-11-12 10:00,2016-11-12 13:00
35,A Music Concert,8,69288 Bobbie Trace:Boston,19,2016-11-12  0:00,2016-11-12  3:00
36,An Ice Hockey Match,6,69288 Bobbie Trace:Boston,19,2016-11-13 20:00,2016-11-13 23:00
37,Trip to a fine art museum,9,2203 Myron Manor:Crawfordside,20,2016-11-13 10:00,2016-11-13 13:00
38,Interested in showing unique architecture around the city,10,6049 Chandler Pines:Beckerfurt,21,2016-11-13  5:00,2016-11-13  8:00
39,A BasketBall match,3,6049 Chandler Pines:Beckerfurt,21,2016-11-12 14:00,2016-11-12 17:00
40,Interested in showing historical places around the city,11,6049 Chandler Pines:Beckerfurt,21,2016-11-12 18:00,2016-11-12 21:00
41,Interested in showing religious places around the city,12,55543 Ruthe Loop:Feestfurt,22,2016-11-13 16:00,2016-11-13 19:00
42,Interested in showing unique architecture around the city,10,55543 Ruthe Loop:Feestfurt,22,2016-11-14  7:00,2016-11-14 10:00
43,Adventure trip,13,551 Carlo Haven:North Mckenna,23,2016-11-14  3:00,2016-11-14  6:00
44,Interested in showing historical places around the city,11,01968 Herman Groves:East Antwon,24,2016-11-12 20:00,2016-11-12 23:00
45,A Bowling Tournament,4,01968 Herman Groves:East Antwon,24,2016-11-13  8:00,2016-11-13 11:00
46,Trip to a fine art museum,9,01968 Herman Groves:East Antwon,24,2016-11-12 16:00,2016-11-12 19:00
47,A Boxing Match,5,613 Bode Ways:Eleazarside,25,2016-11-14 10:00,2016-11-14 13:00
48,A Music Concert,8,48939 Moen Mission:South Icieton,26,2016-11-12 13:00,2016-11-12 16:00
49,Interested in showing religious places around the city,12,11174 Kozey Camp:Faheymouth,27,2016-11-14  4:00,2016-11-14  7:00
50,A Baseball match,2,11174 Kozey Camp:Faheymouth,27,2016-11-12 20:00,2016-11-12 23:00
51,Interested in showing unique architecture around the city,10,14532 Olson Ferry:Gideonchester,28,2016-11-14  2:00,2016-11-14  5:00
52,Interested in showing historical places around the city,11,647 Viola Keys:Brownborough,29,2016-11-12  0:00,2016-11-12  3:00
53,A Music Concert,8,647 Viola Keys:Brownborough,29,2016-11-13 16:00,2016-11-13 19:00
54,Interested in showing unique architecture around the city,10,647 Viola Keys:Brownborough,29,2016-11-12 13:00,2016-11-12 16:00
55,Interested in showing religious places around the city,12,36012 Sylvan Corner:Robelberg,30,2016-11-12  1:00,2016-11-12  4:00
56,A Bowling Tournament,4,36012 Sylvan Corner:Robelberg,30,2016-11-13 20:00,2016-11-13 23:00
57,A Boxing Match,5,1281 Mayer Gardens:Port Tobinshire,31,2016-11-13 14:00,2016-11-13 17:00
58,An Ice Hockey Match,6,1281 Mayer Gardens:Port Tobinshire,31,2016-11-13  7:00,2016-11-13 10:00
59,Interested in showing unique architecture around the city,10,1281 Mayer Gardens:Port Tobinshire,31,2016-11-12 15:00,2016-11-12 18:00
60,Interested in showing historical places around the city,11,21729 O'Connell Brooks:Lake Curtport,32,2016-11-14  3:00,2016-11-14  6:00
61,A Boxing Match,5,21729 O'Connell Brooks:Lake Curtport,32,2016-11-12  1:00,2016-11-12  4:00
62,A Soccer Match,7,050 Hills Ferry:Jedidiahchester,33,2016-11-12 12:00,2016-11-12 15:00
63,A Bowling Tournament,4,050 Hills Ferry:Jedidiahchester,33,2016-11-12  1:00,2016-11-12  4:00
64,Adventure trip,13,15643 Satterfield Island:Kundemouth,34,2016-11-12 19:00,2016-11-12 22:00
65,A BasketBall match,3,502 Jedidiah Falls:East Kristytown,35,2016-11-13 14:00,2016-11-13 17:00
66,Trip to a fine art museum,9,97644 Ritchie Shores:Kyraside,36,2016-11-14  7:00,2016-11-14 10:00
67,Trip to a fine art museum,9,97644 Ritchie Shores:Kyraside,36,2016-11-13 16:00,2016-11-13 19:00
68,A BasketBall match,3,216 Chelsie Divide:Alexandermouth,37,2016-11-13 13:00,2016-11-13 16:00
69,A Boxing Match,5,216 Chelsie Divide:Alexandermouth,37,2016-11-13  3:00,2016-11-13  6:00
70,A Bowling Tournament,4,898 Earlene Stravenue:New Freedaport,38,2016-11-13 11:00,2016-11-13 14:00
71,Interested in showing historical places around the city,11,898 Earlene Stravenue:New Freedaport,38,2016-11-12  6:00,2016-11-12  9:00
72,A Bowling Tournament,4,898 Earlene Stravenue:New Freedaport,38,2016-11-14  5:00,2016-11-14  8:00
73,A Football match,1,4453 Wintheiser Rest:East Ola,39,2016-11-14  4:00,2016-11-14  7:00
74,A Music Concert,8,0169 Roberta Fords:Stantonbury,40,2016-11-13 19:00,2016-11-13 22:00
75,A Football match,1,0169 Roberta Fords:Stantonbury,40,2016-11-12  0:00,2016-11-12  3:00
76,Interested in showing unique architecture around the city,10,0169 Roberta Fords:Stantonbury,40,2016-11-13  6:00,2016-11-13  9:00
77,Trip to a fine art museum,9,53621 Schinner Throughway:West Emmanuelleport,41,2016-11-13  8:00,2016-11-13 11:00
78,A BasketBall match,3,53621 Schinner Throughway:West Emmanuelleport,41,2016-11-13 19:00,2016-11-13 22:00
79,A Boxing Match,5,0023 Darlene Lights:Lake Jarrod,42,2016-11-12  1:00,2016-11-12  4:00
80,Adventure trip,13,63101 Leo Corners:South Devantefort,43,2016-11-13 12:00,2016-11-13 15:00
81,Interested in showing unique architecture around the city,10,63101 Leo Corners:South Devantefort,43,2016-11-13 17:00,2016-11-13 20:00
82,A BasketBall match,3,63101 Leo Corners:South Devantefort,43,2016-11-12 19:00,2016-11-12 22:00
83,A BasketBall match,3,186 Gladyce Union:Ornbury,44,2016-11-13  2:00,2016-11-13  5:00
84,A BasketBall match,3,186 Gladyce Union:Ornbury,44,2016-11-14 12:00,2016-11-14 15:00
85,Interested in showing unique architecture around the city,10,186 Gladyce Union:Ornbury,44,2016-11-13 13:00,2016-11-13 16:00
86,Trip to a fine art museum,9,3301 Mosciski Ferry:Port Odieport,45,2016-11-13 15:00,2016-11-13 18:00
87,A Baseball match,2,3301 Mosciski Ferry:Port Odieport,45,2016-11-13 20:00,2016-11-13 23:00
88,A Bowling Tournament,4,3106 Domenic Landing:Metzshire,46,2016-11-12 14:00,2016-11-12 17:00
89,A BasketBall match,3,3106 Domenic Landing:Metzshire,46,2016-11-12  9:00,2016-11-12 12:00
90,A Baseball match,2,3106 Domenic Landing:Metzshire,46,2016-11-13 17:00,2016-11-13 20:00
91,A Soccer Match,7,3407 Millie Pike:Abelborough,47,2016-11-14  2:00,2016-11-14  5:00
92,Interested in showing unique architecture around the city,10,329 Nora Bypass:East Nickolas,48,2016-11-12  2:00,2016-11-12  5:00
93,Interested in showing religious places around the city,12,329 Nora Bypass:East Nickolas,48,2016-11-14 14:00,2016-11-14 17:00
94,A Bowling Tournament,4,329 Nora Bypass:East Nickolas,48,2016-11-14 17:00,2016-11-14 20:00
95,A Bowling Tournament,4,49651 Mandy Hill:Lake Sylvia,49,2016-11-12 19:00,2016-11-12 22:00
96,A Bowling Tournament,4,25555 Winnifred Freeway:East Kimberlyhaven,50,2016-11-13  4:00,2016-11-13  7:00
97,A BasketBall match,3,25555 Winnifred Freeway:East Kimberlyhaven,50,2016-11-14 20:00,2016-11-14 23:00
98,A Boxing Match,5,384 Sylvia Throughway:East Haliestad,51,2016-11-13 18:00,2016-11-13 21:00
99,Interested in showing historical places around the city,11,384 Sylvia Throughway:East Haliestad,51,2016-11-12 20:00,2016-11-12 23:00
100,Interested in showing unique architecture around the city,10,892 Vaughn Pike:New Bennieview,52,2016-11-12 13:00,2016-11-12 16:00
101,Trip to a fine art museum,9,892 Vaughn Pike:New Bennieview,52,2016-11-13  2:00,2016-11-13  5:00
102,A BasketBall match,3,3821 Randal Square:South Hiramhaven,53,2016-11-14 16:00,2016-11-14 19:00
103,A Music Concert,8,3821 Randal Square:South Hiramhaven,53,2016-11-13 20:00,2016-11-13 23:00
104,Trip to a fine art museum,9,3936 Moen Mountains:East Marlon,54,2016-11-14  3:00,2016-11-14  6:00
105,An Ice Hockey Match,6,742 Timmy Bypass:North Aldenland,55,2016-11-12 19:00,2016-11-12 22:00
106,An Ice Hockey Match,6,742 Timmy Bypass:North Aldenland,55,2016-11-13 15:00,2016-11-13 18:00
107,A Bowling Tournament,4,742 Timmy Bypass:North Aldenland,55,2016-11-13  1:00,2016-11-13  4:00
108,An Ice Hockey Match,6,028 Hilll Port:Legrosborough,56,2016-11-14  5:00,2016-11-14  8:00
109,A Baseball match,2,3486 Conn Haven:New Joanbury,57,2016-11-12 16:00,2016-11-12 19:00
110,Interested in showing unique architecture around the city,10,3486 Conn Haven:New Joanbury,57,2016-11-14 12:00,2016-11-14 15:00
111,Interested in showing unique architecture around the city,10,3486 Conn Haven:New Joanbury,57,2016-11-13  0:00,2016-11-13  3:00
112,Adventure trip,13,21015 DuBuque Rapid:Carrollview,58,2016-11-12 18:00,2016-11-12 21:00
113,Interested in showing unique architecture around the city,10,21015 DuBuque Rapid:Carrollview,58,2016-11-13  2:00,2016-11-13  5:00
114,A Soccer Match,7,06307 Jacobson Keys:Rubyeton,59,2016-11-12 18:00,2016-11-12 21:00
115,Interested in showing religious places around the city,12,92266 Cleta Skyway:Roobside,60,2016-11-14 18:00,2016-11-14 21:00
116,An Ice Hockey Match,6,728 Robyn Fields:Purdyland,61,2016-11-13  7:00,2016-11-13 10:00
117,A BasketBall match,3,3941 Josefa Orchard:MacGyverside,62,2016-11-13  6:00,2016-11-13  9:00
118,A Bowling Tournament,4,3941 Josefa Orchard:MacGyverside,62,2016-11-13  6:00,2016-11-13  9:00
119,A Bowling Tournament,4,76045 Jayde Island:Toreyburgh,63,2016-11-13  2:00,2016-11-13  5:00
120,A Football match,1,76045 Jayde Island:Toreyburgh,63,2016-11-13  6:00,2016-11-13  9:00
121,Trip to a fine art museum,9,745 Wolff Garden:Port Cortney,64,2016-11-13 13:00,2016-11-13 16:00
122,A Boxing Match,5,49301 Reynolds Rapids:Nevaport,65,2016-11-14  5:00,2016-11-14  8:00
123,A Boxing Match,5,63566 Dicki Streets:Coraville,66,2016-11-13  4:00,2016-11-13  7:00
124,An Ice Hockey Match,6,259 Hazle Fort:West Chelsea,67,2016-11-14  7:00,2016-11-14 10:00
125,A Soccer Match,7,259 Hazle Fort:West Chelsea,67,2016-11-14 12:00,2016-11-14 15:00
126,An Ice Hockey Match,6,6375 Kihn Station:Christophermouth,68,2016-11-12 16:00,2016-11-12 19:00
127,Trip to a fine art museum,9,6375 Kihn Station:Christophermouth,68,2016-11-12 18:00,2016-11-12 21:00
128,A Baseball match,2,6375 Kihn Station:Christophermouth,68,2016-11-14  9:00,2016-11-14 12:00
129,Adventure trip,13,2069 Sherwood Mountain:New Natalia,69,2016-11-12 14:00,2016-11-12 17:00
130,An Ice Hockey Match,6,096 Selmer Brooks:Lake Aniyahmouth,70,2016-11-12  3:00,2016-11-12  6:00
131,Adventure trip,13,096 Selmer Brooks:Lake Aniyahmouth,70,2016-11-12  6:00,2016-11-12  9:00
132,Interested in showing religious places around the city,12,29962 Dolores Centers:Port Macie,71,2016-11-14 12:00,2016-11-14 15:00
133,A Baseball match,2,004 Keebler Port:Tremblayhaven,72,2016-11-14  8:00,2016-11-14 11:00
134,An Ice Hockey Match,6,004 Keebler Port:Tremblayhaven,72,2016-11-12  4:00,2016-11-12  7:00
135,Interested in showing historical places around the city,11,004 Keebler Port:Tremblayhaven,72,2016-11-14 20:00,2016-11-14 23:00
136,A Soccer Match,7,462 Lakin Estates:Lefflerfort,73,2016-11-12 10:00,2016-11-12 13:00
137,Interested in showing historical places around the city,11,462 Lakin Estates:Lefflerfort,73,2016-11-12 17:00,2016-11-12 20:00
138,An Ice Hockey Match,6,89871 Jarrod Station:Port Maximo,74,2016-11-14  1:00,2016-11-14  4:00
139,A Bowling Tournament,4,89871 Jarrod Station:Port Maximo,74,2016-11-14  4:00,2016-11-14  7:00
140,Trip to a fine art museum,9,89871 Jarrod Station:Port Maximo,74,2016-11-13 13:00,2016-11-13 16:00
141,Adventure trip,13,32517 Stiedemann Ferry:Lake Myra,75,2016-11-12 16:00,2016-11-12 19:00
142,A Music Concert,8,32517 Stiedemann Ferry:Lake Myra,75,2016-11-14 15:00,2016-11-14 18:00
143,Interested in showing historical places around the city,11,5289 Carter Unions:Devantetown,76,2016-11-12 14:00,2016-11-12 17:00
144,A Football match,1,91376 O'Conner Fords:New Valentinland,77,2016-11-14  5:00,2016-11-14  8:00
145,Adventure trip,13,91376 O'Conner Fords:New Valentinland,77,2016-11-12  3:00,2016-11-12  6:00
146,A Baseball match,2,91376 O'Conner Fords:New Valentinland,77,2016-11-14  9:00,2016-11-14 12:00
147,A Music Concert,8,1618 Thea Port:South Delphiamouth,78,2016-11-13 14:00,2016-11-13 17:00
148,A Boxing Match,5,1618 Thea Port:South Delphiamouth,78,2016-11-14  0:00,2016-11-14  3:00
149,A Football match,1,00803 Lang Ferry:Gwendolynshire,79,2016-11-14 12:00,2016-11-14 15:00
150,An Ice Hockey Match,6,00803 Lang Ferry:Gwendolynshire,79,2016-11-14  2:00,2016-11-14  5:00
151,Adventure trip,13,00803 Lang Ferry:Gwendolynshire,79,2016-11-12  7:00,2016-11-12 10:00
152,Adventure trip,13,78653 Sister Landing:North Kade,80,2016-11-14  3:00,2016-11-14  6:00
153,Trip to a fine art museum,9,4977 Amparo Divide:Anjalifurt,81,2016-11-13  2:00,2016-11-13  5:00
154,An Ice Hockey Match,6,4977 Amparo Divide:Anjalifurt,81,2016-11-12  0:00,2016-11-12  3:00
155,Interested in showing historical places around the city,11,4977 Amparo Divide:Anjalifurt,81,2016-11-13  3:00,2016-11-13  6:00
156,A BasketBall match,3,37025 Davis Isle:North Daniella,82,2016-11-12 16:00,2016-11-12 19:00
157,Interested in showing religious places around the city,12,253 Kody Mountains:South Tyra,83,2016-11-13 14:00,2016-11-13 17:00
158,A Baseball match,2,70431 Yundt Port:Port Wilton,84,2016-11-14  9:00,2016-11-14 12:00
159,Trip to a fine art museum,9,70431 Yundt Port:Port Wilton,84,2016-11-14 18:00,2016-11-14 21:00
160,Adventure trip,13,70431 Yundt Port:Port Wilton,84,2016-11-12 17:00,2016-11-12 20:00
161,Interested in showing historical places around the city,11,067 Monahan Port:Lauriannestad,85,2016-11-13  5:00,2016-11-13  8:00
162,Interested in showing historical places around the city,11,69502 Holly Locks:South Izabella,86,2016-11-13 13:00,2016-11-13 16:00
163,A Soccer Match,7,69502 Holly Locks:South Izabella,86,2016-11-13  0:00,2016-11-13  3:00
164,A BasketBall match,3,69502 Holly Locks:South Izabella,86,2016-11-13  2:00,2016-11-13  5:00
165,A Baseball match,2,15326 Helen Rapid:Eunicefurt,87,2016-11-12  9:00,2016-11-12 12:00
166,A Music Concert,8,15326 Helen Rapid:Eunicefurt,87,2016-11-13 10:00,2016-11-13 13:00
167,An Ice Hockey Match,6,15326 Helen Rapid:Eunicefurt,87,2016-11-12  5:00,2016-11-12  8:00
168,A Bowling Tournament,4,50618 Johnnie Fords:North Goldaburgh,88,2016-11-12  2:00,2016-11-12  5:00
169,A Music Concert,8,58155 Brown Causeway:New Audreanne,89,2016-11-14 14:00,2016-11-14 17:00
170,Adventure trip,13,58155 Brown Causeway:New Audreanne,89,2016-11-12  0:00,2016-11-12  3:00
171,A Music Concert,8,58155 Brown Causeway:New Audreanne,89,2016-11-13 14:00,2016-11-13 17:00
172,A Bowling Tournament,4,923 Olson Stream:Port Orrin,90,2016-11-13  5:00,2016-11-13  8:00
173,A Bowling Tournament,4,923 Olson Stream:Port Orrin,90,2016-11-13 16:00,2016-11-13 19:00
174,A Music Concert,8,923 Olson Stream:Port Orrin,90,2016-11-14  7:00,2016-11-14 10:00
175,A Soccer Match,7,70358 Lesly Point:Lake Sebastian,91,2016-11-14 10:00,2016-11-14 13:00
176,A Boxing Match,5,70358 Lesly Point:Lake Sebastian,91,2016-11-12  5:00,2016-11-12  8:00
177,Interested in showing historical places around the city,11,70358 Lesly Point:Lake Sebastian,91,2016-11-14  1:00,2016-11-14  4:00
178,A BasketBall match,3,97622 Torp Trail:Lake Frieda,92,2016-11-13  1:00,2016-11-13  4:00
179,A Bowling Tournament,4,97622 Torp Trail:Lake Frieda,92,2016-11-12  1:00,2016-11-12  4:00
180,An Ice Hockey Match,6,0654 Vandervort Mountain:South Una,93,2016-11-13 11:00,2016-11-13 14:00
181,Adventure trip,13,6581 Janie Lock:Port Winifredbury,94,2016-11-12 15:00,2016-11-12 18:00
182,Interested in showing unique architecture around the city,10,6581 Janie Lock:Port Winifredbury,94,2016-11-12  1:00,2016-11-12  4:00
183,A Baseball match,2,7758 Gleason Drive:Lindbury,95,2016-11-13  9:00,2016-11-13 12:00
184,A BasketBall match,3,7758 Gleason Drive:Lindbury,95,2016-11-14  0:00,2016-11-14  3:00
185,A Football match,1,2045 Kutch Drive:North Tyreseberg,96,2016-11-14  1:00,2016-11-14  4:00
186,A Boxing Match,5,45010 Wyman Circle:McCulloughberg,97,2016-11-13  1:00,2016-11-13  4:00
187,Adventure trip,13,45010 Wyman Circle:McCulloughberg,97,2016-11-14 14:00,2016-11-14 17:00
188,A Soccer Match,7,45010 Wyman Circle:McCulloughberg,97,2016-11-12 20:00,2016-11-12 23:00
189,Interested in showing religious places around the city,12,4399 Hegmann Ford:Stephaniaside,98,2016-11-13 13:00,2016-11-13 16:00
190,A Football match,1,4399 Hegmann Ford:Stephaniaside,98,2016-11-12 13:00,2016-11-12 16:00
191,A Baseball match,2,8716 Auer Manor:East Jewellborough,99,2016-11-12 17:00,2016-11-12 20:00
192,A Soccer Match,7,6913 Trantow Wells:Janiceberg,100,2016-11-14 12:00,2016-11-14 15:00
193,A BasketBall match,3,33958 Nikolas Estate:Bartellville,101,2016-11-13  8:00,2016-11-13 11:00
194,Interested in showing religious places around the city,12,33958 Nikolas Estate:Bartellville,101,2016-11-13 16:00,2016-11-13 19:00
195,Interested in showing religious places around the city,12,33958 Nikolas Estate:Bartellville,101,2016-11-12 11:00,2016-11-12 14:00
196,A Soccer Match,7,1939 Moen Pines:East Amariview,102,2016-11-13 14:00,2016-11-13 17:00
197,A Bowling Tournament,4,1939 Moen Pines:East Amariview,102,2016-11-13 20:00,2016-11-13 23:00
198,A Soccer Match,7,29877 Rogahn Path:Port Garthhaven,103,2016-11-13 10:00,2016-11-13 13:00
199,An Ice Hockey Match,6,29877 Rogahn Path:Port Garthhaven,103,2016-11-14 14:00,2016-11-14 17:00
200,Interested in showing historical places around the city,11,29877 Rogahn Path:Port Garthhaven,103,2016-11-13  7:00,2016-11-13 10:00
201,A Bowling Tournament,4,337 Vernie Branch:North Tessieside,104,2016-11-14 10:00,2016-11-14 13:00
202,A BasketBall match,3,010 Camilla Falls:Kubberg,105,2016-11-14 11:00,2016-11-14 14:00
203,Interested in showing unique architecture around the city,10,010 Camilla Falls:Kubberg,105,2016-11-14 13:00,2016-11-14 16:00
204,Interested in showing religious places around the city,12,010 Camilla Falls:Kubberg,105,2016-11-13 16:00,2016-11-13 19:00
205,A Bowling Tournament,4,769 Nolan Mill:North Friedrichview,106,2016-11-14 12:00,2016-11-14 15:00
206,A BasketBall match,3,55076 Lauretta Cliff:Metzside,107,2016-11-13 10:00,2016-11-13 13:00
207,A Football match,1,553 Towne Tunnel:South Franciscomouth,108,2016-11-14  5:00,2016-11-14  8:00
208,A BasketBall match,3,553 Towne Tunnel:South Franciscomouth,108,2016-11-12  9:00,2016-11-12 12:00
209,A Baseball match,2,553 Towne Tunnel:South Franciscomouth,108,2016-11-13  7:00,2016-11-13 10:00
210,A Boxing Match,5,363 Crona Ports:South Ervin,109,2016-11-14  4:00,2016-11-14  7:00
211,A Football match,1,363 Crona Ports:South Ervin,109,2016-11-14  0:00,2016-11-14  3:00
212,Interested in showing religious places around the city,12,43476 Luisa Isle:Janfort,110,2016-11-13  7:00,2016-11-13 10:00
213,Interested in showing historical places around the city,11,9610 Kub Pike:Gutkowskiview,111,2016-11-14  9:00,2016-11-14 12:00
214,A Boxing Match,5,9610 Kub Pike:Gutkowskiview,111,2016-11-12 20:00,2016-11-12 23:00
215,A Boxing Match,5,9610 Kub Pike:Gutkowskiview,111,2016-11-14 19:00,2016-11-14 22:00
216,A Boxing Match,5,3943 Okuneva Vista:Port Marcelluschester,112,2016-11-14 11:00,2016-11-14 14:00
217,A Boxing Match,5,117 Anissa Village:South Abraham,113,2016-11-12 13:00,2016-11-12 16:00
218,An Ice Hockey Match,6,117 Anissa Village:South Abraham,113,2016-11-14  9:00,2016-11-14 12:00
219,A BasketBall match,3,117 Anissa Village:South Abraham,113,2016-11-12 13:00,2016-11-12 16:00
220,Interested in showing unique architecture around the city,10,3329 Constance Throughway:Lake Winfield,114,2016-11-12 13:00,2016-11-12 16:00
221,An Ice Hockey Match,6,44200 Clay Meadows:Mabletown,115,2016-11-14 17:00,2016-11-14 20:00
222,A Soccer Match,7,44200 Clay Meadows:Mabletown,115,2016-11-13  0:00,2016-11-13  3:00
223,A Bowling Tournament,4,1161 Hershel Avenue:Queenport,116,2016-11-13  4:00,2016-11-13  7:00
224,Interested in showing historical places around the city,11,1161 Hershel Avenue:Queenport,116,2016-11-14 10:00,2016-11-14 13:00
225,Interested in showing unique architecture around the city,10,299 Kozey Skyway:Abbigailville,117,2016-11-14  2:00,2016-11-14  5:00
226,A Baseball match,2,299 Kozey Skyway:Abbigailville,117,2016-11-13  0:00,2016-11-13  3:00
227,A Boxing Match,5,299 Kozey Skyway:Abbigailville,117,2016-11-14  5:00,2016-11-14  8:00
228,Adventure trip,13,78662 Lehner Expressway:North Lorenza,118,2016-11-12  8:00,2016-11-12 11:00
229,Interested in showing unique architecture around the city,10,05806 Murazik Well:South Hanna,119,2016-11-13 20:00,2016-11-13 23:00
230,A BasketBall match,3,05806 Murazik Well:South Hanna,119,2016-11-14  2:00,2016-11-14  5:00
